Artikel	Beskrivning	"Vikt netto"	Plockplats	Plocksaldo	Kundorder	Diff	Buffertsaldo	"Saldo automation"	"Automation diff"	"Saldo kran"	"Kran diff"	"Saldo autoplock"	"Autoplock diff"	Utbeställt	Inlagring	Ankommande	"Pågående plock"	"För och under plock"	Saldo	Diff2	Externt	Lager	Bolag	Batchartikel	Klassificering	Robot
700163187	"MONTAGEHANDSKE VINTER GRANBERG NITRIL AKRYL STL 9"	"0,05"		0	0	0	0	38	38	0	0	38	38	0	0	0	0	0	38	38	0	JKP	MG	N		Y
700163188	"MONTAGEHANDSKE VINTER GRANBERG NITRIL AKRYL STL10"	"0,05"		0	0	0	0	48	48	0	0	48	48	0	0	0	0	0	48	48	0	JKP	MG	N		Y
700163189	"MONTAGEHANDSKE VINTER GRANBERG NITRIL AKRYL STL 11"	"0,06"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163190	"MONTAGEHANDSKE GRANBERG GET/BOM STL 7"	"0,04"		0	0	0	0	36	36	0	0	36	36	0	0	12	0	0	36	36	0	JKP	MG	N		Y
700163191	"MONTAGEHANDSKE GRANBERG GET/BOM STL 8"	"0,05"		0	0	0	0	132	132	0	0	132	132	0	0	0	0	0	132	132	0	JKP	MG	N		Y
700163192	"MONTAGEHANDSKE GRANBERG GET/BOM STL 9"	"0,06"		0	0	0	0	156	156	0	0	156	156	0	0	0	0	0	156	156	0	JKP	MG	N		Y
700163193	"MONTAGEHANDSKE GRANBERG GET/BOM STL 10"	"0,06"		0	0	0	0	127	127	0	0	127	127	0	0	0	0	0	127	127	0	JKP	MG	N		Y
700163194	"MONTAGEHANDSKE GRANBERG GET/BOM STL 11"	"0,07"		0	0	0	0	168	168	0	0	168	168	0	0	0	0	0	168	168	0	JKP	MG	N		Y
700163195	"MONTAGEHANDSKE VINTER GRANBERG VIND/VATT GET/SPAN STL 7"	"0,14"		0	0	0	0	11	11	0	0	11	11	0	0	0	0	0	11	11	0	JKP	MG	N		Y
700163196	"MONTAGEHANDSKE VINTER GRANBERG VIND/VATT GET/SPAN STL 8"	"0,15"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	JKP	MG	N		Y
700163197	"MONTAGEHANDSKE VINTER GRANBERG VIND/VATT GET/SPAN STL 9"	"0,18"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700163198	"MONTAGEHANDSKE VINTER GRANBERG VIND/VATT GET/SPAN STL 10"	"0,17"		0	0	0	0	22	22	0	0	22	22	0	0	0	0	0	22	22	0	JKP	MG	N		Y
700163199	"MONTAGEHANDSKE VINTER GRANBERG VIND/VATT GET/SPAN STL 11"	"0,18"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163205	"MONTAGEHANDSKE GRANBERG GET/NYLON STL 6"	"0,04"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163206	"MONTAGEHANDSKE GRANBERG GET/NYLON STL 7"	"0,04"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163207	"MONTAGEHANDSKE GRANBERG GET/NYLON STL 8"	"0,04"		0	0	0	0	12	12	0	0	12	12	0	0	24	0	0	12	12	0	JKP	MG	N		Y
700163208	"MONTAGEHANDSKE GRANBERG GET/NYLON STL 9"	"0,05"		0	0	0	0	60	60	0	0	60	60	0	0	0	0	0	60	60	0	JKP	MG	N		Y
700163209	"MONTAGEHANDSKE GRANBERG GET/NYLON STL 10"	"0,05"		0	0	0	0	132	132	0	0	132	132	0	0	0	0	0	132	132	0	JKP	MG	N		Y
700163210	"MONTAGEHANDSKE GRANBERG GET/NYLON STL 11"	"0,05"		0	0	0	0	25	25	0	0	25	25	0	0	0	0	0	25	25	0	JKP	MG	N		Y
700163211	"MONTAGEHANDSKE EX GRANBERG SYNTET NYLON STL 6"	"0,04"		0	0	0	0	23	23	0	0	23	23	0	0	0	0	0	23	23	0	JKP	MG	N		Y
700163212	"MONTAGEHANDSKE EX GRANBERG SYNTET NYLON STL 7"	"0,04"		0	0	0	0	179	179	0	0	179	179	0	0	0	0	0	179	179	0	JKP	MG	N		Y
700163213	"MONTAGEHANDSKE EX GRANBERG SYNTET NYLON STL 8"	"0,05"		0	0	0	0	84	84	0	0	84	84	0	0	0	0	0	84	84	0	JKP	MG	N		Y
700163214	"MONTAGEHANDSKE EX GRANBERG SYNTET NYLON STL 9"	"0,05"		0	0	0	0	180	180	0	0	180	180	0	0	0	0	0	180	180	0	JKP	MG	N		Y
700163215	"MONTAGEHANDSKE EX GRANBERG SYNTET NYLON STL 10"	"0,06"		0	0	0	0	252	252	0	0	252	252	0	0	0	0	0	252	252	0	JKP	MG	N		Y
700163216	"MONTAGEHANDSKE EX GRANBERG SYNTET NYLON STL 11"	"0,06"		0	0	0	0	136	136	0	0	136	136	0	0	0	0	0	136	136	0	JKP	MG	N		Y
700163217	"MONTAGEHANDSKE VINTER EX GRANBERG SYNTET FODR NYLON 6"	"0,07"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163218	"MONTAGEHANDSKE VINTER EX GRANBERG SYNTET FODR NYLON 7"	"0,07"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163219	"MONTAGEHANDSKE VINTER EX GRANBERG SYNTET FODR NYLON 8"	"0,08"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163220	"MONTAGEHANDSKE VINTER EX GRANBERG SYNTET FODR NYLON 9"	"0,08"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163221	"MONTAGEHANDSKE VINTER EX GRANBERG SYNTET FODR NYLON 10"	"0,09"		0	0	0	0	63	63	0	0	63	63	0	0	0	0	0	63	63	0	JKP	MG	N		Y
700163222	"MONTAGEHANDSKE VINTER EX GRANBERG SYNTET FODR NYLON 11"	"0,1"		0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	JKP	MG	N		Y
700163229	"HANDSKE ALLROUND GRANBERG SVINNARV STL 8"	"0,12"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163230	"HANDSKE ALLROUND GRANBERG SVINNARV STL 10"	"0,13"		0	0	0	0	49	49	0	0	49	49	0	0	0	0	0	49	49	0	JKP	MG	N		Y
700163231	"HANDSKE ALLROUND GRANBERG SVINNARV STIL 11"	"0,14"		0	0	0	0	60	60	0	0	60	60	0	0	0	0	0	60	60	0	JKP	MG	N		Y
700163232	"HANDSKE A.ROUND VINTER MUDD EX GRANBERG VIND/VAT SYNT NEOP 8"	"0,14"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163233	"HANDSKE A.ROUND VINTER MUDD EX GRANBERG VIND/VAT SYNT NEOP 9"	"0,14"		0	0	0	0	18	18	0	0	18	18	0	0	0	0	0	18	18	0	JKP	MG	N		Y
700163234	"HANDSKE A.ROUND VINTER MUDD EX GRANBERG VIND/VAT SYNT NEO 10"	"0,15"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163235	"HANDSKE A.ROUND VINTER MUDD EX GRANBERG VIND/VAT SYNT NEO 11"	"0,16"		0	0	0	0	13	13	0	0	13	13	0	0	0	0	0	13	13	0	JKP	MG	N		Y
700163236	"HANDSKE A.ROUND VINTER MUDD EX GRANBERG VIND/VAT SYNT NEO 12"	"0,17"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700163237	"HANDSKE A.ROUND VINTER EX GRANBERG VIND/VAT SYNT SPAN 8"	"0,18"		0	0	0	0	13	13	0	0	13	13	0	0	0	0	0	13	13	0	JKP	MG	N		Y
700163238	"HANDSKE A.ROUND VINTER EX GRANBERG VIND/VAT SYNT SPAN 9"	"0,2"		0	0	0	0	50	50	0	0	50	50	0	0	0	0	0	50	50	0	JKP	MG	N		Y
700163239	"HANDSKE A.ROUND VINTER EX GRANBERG VIND/VAT SYNT SPAN 10"	"0,21"		0	0	0	0	71	71	0	0	71	71	0	0	0	0	0	71	71	0	JKP	MG	N		Y
700163240	"HANDSKE A.ROUND VINTER EX GRANBERG VIND/VAT SYNT SPAN 11"	"0,22"		0	0	0	0	25	25	0	0	25	25	0	0	0	0	0	25	25	0	JKP	MG	N		Y
700163241	"HANDSKE A.ROUND VINTER EX GRANBERG VIND/VAT SYNT SPAN 12"	"0,23"		0	0	0	0	35	35	0	0	35	35	0	0	0	0	0	35	35	0	JKP	MG	N		Y
700163242	"HANDSKE VINTER GRANBERG LATEX AKRYLFLANELL STL 9"	"0,11"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163243	"HANDSKE VINTER GRANBERG LATEX AKRYLFLANELL STL 10"	"0,12"		0	0	0	0	24	24	0	0	24	24	0	0	0	0	0	24	24	0	JKP	MG	N		Y
700163244	"HANDSKE VINTER GRANBERG LATEX AKRYLFLANELL STL 11"	"0,12"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163245	"HANDSKE VINTER GRANBERG LATEX AKRYLFLANELL STL 12"	"0,13"		0	0	0	0	44	44	0	0	44	44	0	0	0	0	0	44	44	0	JKP	MG	N		Y
700163246	"MONTAGEHANDSKE SKÄRSKYDD PROTECTOR GRANBERG PU TYPHO 7"	"0,05"		0	0	0	0	9	9	0	0	9	9	0	0	0	0	0	9	9	0	JKP	MG	N		Y
700163247	"MONTAGEHANDSKE SKÄRSKYDD PROTECTOR GRANBERG PU TYPHO 8"	"0,05"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163248	"MONTAGEHANDSKE SKÄRSKYDD PROTECTOR GRANBERG PU TYPHO 9"	"0,06"		0	0	0	0	10	10	0	0	10	10	0	0	0	0	0	10	10	0	JKP	MG	N		Y
700163249	"MONTAGEHANDSKE SKÄRSKYDD PROTECTOR GRANBERG PU TYPHO 10"	"0,06"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163250	"MONTAGEHANDSKE SKÄRSKYDD PROTECTOR GRANBERG PU TYPHO 11"	"0,08"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700163258	"SKYDDSHANDSKE KEM CHEMSTAR GRANBERG NITRIL 33CM STL 7"	"0,07"		0	0	0	0	201	201	0	0	201	201	0	0	0	0	0	201	201	0	JKP	MG	N		Y
700163259	"SKYDDSHANDSKE KEM CHEMSTAR GRANBERG NITRIL 33CM STL 8"	"0,08"		0	0	0	0	156	156	0	0	156	156	0	0	0	0	0	156	156	0	JKP	MG	N		Y
700163260	"SKYDDSHANDSKE KEM CHEMSTAR GRANBERG NITRIL 33CM STL 9"	"0,08"		0	0	0	0	252	252	0	0	252	252	0	0	0	0	0	252	252	0	JKP	MG	N		Y
700163261	"SKYDDSHANDSKE KEM CHEMSTAR GRANBERG NITRIL 33CM STL 10"	"0,09"		0	0	0	0	60	60	0	0	60	60	0	0	0	0	0	60	60	0	JKP	MG	N		Y
700163262	"SKYDDSHANDSKE KEM CHEMSTAR GRANBERG NITRIL 33CM STL 11"	"0,09"		0	0	0	0	30	30	0	0	30	30	0	0	0	0	0	30	30	0	JKP	MG	N		Y
700163266	"HANDSKE ENGÅNG GRANBERG LATEX STL S"	"0,66"		0	3	-3	0	10	7	0	-3	10	7	0	0	0	0	0	10	7	0	JKP	MG	N		Y
700163267	"HANDSKE ENGÅNG GRANBERG LATEX STL M"	"0,78"		0	7	-7	0	69	62	0	-7	69	62	0	0	0	0	0	69	62	0	JKP	MG	N		Y
700163268	"HANDSKE ENGÅNG GRANBERG LATEX STL L"	"0,78"		0	7	-7	0	75	68	0	-7	75	68	0	0	0	0	0	75	68	0	JKP	MG	N		Y
700163269	"HANDSKE ENGÅNG GRANBERG LATEX STL XL"	"0,84"		0	0	0	0	31	31	0	0	31	31	0	0	40	0	0	31	31	0	JKP	MG	N		Y
700163270	"HANDSKE ENGÅNG GRANBERG VINYL STL S"	"0,45"		0	0	0	0	35	35	0	0	35	35	0	0	0	0	0	35	35	0	JKP	MG	N		Y
700163271	"HANDSKE ENGÅNG GRANBERG VINYL STL M"	"0,49"		0	0	0	0	90	90	0	0	90	90	0	0	0	0	0	90	90	0	JKP	MG	N		Y
700163272	"HANDSKE ENGÅNG GRANBERG VINYL STL L"	"0,51"		0	0	0	0	41	41	0	0	41	41	0	0	60	0	0	41	41	0	JKP	MG	N		Y
700163273	"HANDSKE ENGÅNG GRANBERG VINYL STL XL"	"0,54"		0	0	0	0	28	28	0	0	28	28	0	0	50	0	0	28	28	0	JKP	MG	N		Y
700163274	"HANDSKE ENGÅNG MAGIC TOUCH GRANBERG NITRIL STL S"	"0,48"		0	0	0	0	4	4	0	0	4	4	0	0	30	0	0	4	4	0	JKP	MG	N		Y
700163275	"HANDSKE ENGÅNG MAGIC TOUCH GRANBERG NITRIL STL M"	"0,48"		0	0	0	0	85	85	0	0	85	85	0	0	0	0	0	85	85	0	JKP	MG	N		Y
700163276	"HANDSKE ENGÅNG MAGIC TOUCH GRANBERG NITRIL STL L"	"0,48"		0	0	0	0	53	53	0	0	53	53	0	0	50	0	0	53	53	0	JKP	MG	N		Y
700163277	"SVETSHANDSKE TIG GRANBERG GET STL 9"	"0,12"		0	0	0	0	14	14	0	0	14	14	0	0	0	0	0	14	14	0	JKP	MG	N		Y
700163279	"SVETSHANDSKE GRANBERG OXSPALT STL 11"	"0,38"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700163280	"SVETSHANDSKE GRANBERG OXSPALT STL 8,5"	"0,29"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700163281	"MONTAGEHANDSKE GRANBERG MIKRONOPPOR BOM/LYCRA/PVC 7"	"0,03"		0	0	0	0	36	36	0	0	36	36	0	0	0	0	0	36	36	0	JKP	MG	N		Y
700163282	"MONTAGEHANDSKE GRANBERG MIKRONOPPOR BOM/LYCRA/PVC 8"	"0,03"		0	0	0	0	72	72	0	0	72	72	0	0	0	0	0	72	72	0	JKP	MG	N		Y
700163283	"MONTAGEHANDSKE GRANBERG MIKRONOPPOR BOM/LYCRA/PVC 9"	"0,03"		0	0	0	0	72	72	0	0	72	72	0	0	0	0	0	72	72	0	JKP	MG	N		Y
700163284	"MONTAGEHANDSKE GRANBERG MIKRONOPPOR BOM/LYCRA/PVC 10"	"0,04"		0	0	0	0	48	48	0	0	48	48	0	0	0	0	0	48	48	0	JKP	MG	N		Y
700163419	"HANTVERKSBYXA 2200 BOMULL SVART C46"	"1,17"		0	0	0	0	35	35	0	0	35	35	0	0	0	0	0	35	35	0	JKP	MG	N		Y
700163424	"HANTVERKSBYXA 2200 BOMULL SVART C56"	"1,17"		0	0	0	0	77	77	0	0	77	77	0	0	0	0	0	77	77	0	JKP	MG	N		Y
700163425	"HANTVERKSBYXA 2200 BOMULL SVART C58"	"1,17"		0	0	0	0	182	182	0	0	182	182	0	0	0	0	0	182	182	0	JKP	MG	N		Y
700163431	"HANTVERKSBYXA 2200 BOMULL SVART D100"	"1,17"		0	0	0	0	248	248	0	0	248	248	0	0	0	0	0	248	248	0	JKP	MG	N		Y
700163432	"HANTVERKSBYXA 2200 BOMULL SVART D104"	"1,17"		0	0	0	0	161	161	0	0	161	161	0	0	0	0	0	161	161	0	JKP	MG	N		Y
700163433	"HANTVERKSBYXA 2200 BOMULL SVART D108"	"1,17"		0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	114	114	0	JKP	MG	N		Y
700163564	"HANTVERKSBYXA 2201 BOMULL DAM SVART DA36"	"1,17"		0	0	0	0	13	13	0	0	13	13	0	0	0	0	0	13	13	0	JKP	MG	N		Y
700163565	"HANTVERKSBYXA 2201 BOMULL DAM SVART DA38"	"1,17"		0	0	0	0	35	35	0	0	35	35	0	0	0	0	0	35	35	0	JKP	MG	N		Y
700163566	"HANTVERKSBYXA 2201 BOMULL DAM SVART DA40"	"1,17"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700163568	"HANTVERKSBYXA 2201 BOMULL DAM SVART DA44"	"1,17"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700163994	"REGNSTÄLL 6535 SVART S"	"0,73"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700163995	"REGNSTÄLL 6535 SVART M"	"0,73"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700163996	"REGNSTÄLL 6535 SVART L"	"0,73"		0	0	0	0	4	4	0	0	4	4	0	4	0	0	0	8	8	0	JKP	MG	N		Y
700163997	"REGNSTÄLL 6535 SVART XL"	"0,73"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700163998	"REGNSTÄLL 6535 SVART XXL"	"0,73"		0	0	0	0	9	9	0	0	9	9	0	0	0	0	0	9	9	0	JKP	MG	N		Y
700164007	"VARSELVÄST 7586 GUL S/M"	"0,3"		0	0	0	0	17	17	0	0	17	17	0	0	0	0	0	17	17	0	JKP	MG	N		Y
700164008	"VARSELVÄST 7586 GUL L/XL"	"0,3"		0	0	0	0	5	5	0	0	5	5	0	10	0	0	0	15	15	0	JKP	MG	N		Y
700164117	"KNÄSKYDD 9943 ORANGE/SVART ONE SIZE"	"0,15"		0	0	0	0	45	45	0	0	45	45	0	65	0	0	0	110	110	0	JKP	MG	N		Y
700164119	"KNÄSKYDD 9944 GRÅ/SVART ONE SIZE"	"0,15"		0	0	0	0	31	31	0	0	31	31	0	0	0	0	0	31	31	0	JKP	MG	N		Y
700164187	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 36"	"1,9"		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	JKP	MG	N		Y
700164188	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 37"	"1,9"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	JKP	MG	N		Y
700164189	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 38"	"1,96"		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	JKP	MG	N		Y
700164190	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 39"	2		0	0	0	0	11	11	0	0	11	11	0	0	0	0	0	11	11	0	JKP	MG	N		Y
700164191	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 40"	"2,05"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	JKP	MG	N		Y
700164192	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 41"	"2,19"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700164193	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 42"	"2,28"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700164194	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 43"	"2,34"		0	0	0	0	3	3	0	0	3	3	0	0	6	0	0	3	3	0	JKP	MG	N		Y
700164195	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 44"	"2,47"		0	0	0	0	3	3	0	0	3	3	0	0	6	0	0	3	3	0	JKP	MG	N		Y
700164197	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 46"	"2,66"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700164198	"SKYDDSGUMMISTÖVEL S5 RÄTTVIK MONITOR STL 47"	"2,85"		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	JKP	MG	N		Y
700164200	"SKYDDSSKOR S3 DENVER MONITOR STL 36"	"1,13"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700164201	"SKYDDSSKOR S3 DENVER MONITOR STL 37"	"1,07"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	JKP	MG	N		Y
700164202	"SKYDDSSKOR S3 DENVER MONITOR STL 38"	"1,15"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700164203	"SKYDDSSKOR S3 DENVER MONITOR STL 39"	"1,2"		0	0	0	0	3	3	0	0	3	3	0	0	0	0	0	3	3	0	JKP	MG	N		Y
700164204	"SKYDDSSKOR S3 DENVER MONITOR STL 40"	"1,17"		0	0	0	0	3	3	0	0	3	3	0	0	4	0	0	3	3	0	JKP	MG	N		Y
700164205	"SKYDDSSKOR S3 DENVER MONITOR STL 41"	"1,17"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700164206	"SKYDDSSKOR S3 DENVER MONITOR STL 42"	"1,27"		0	0	0	0	9	9	0	0	9	9	0	0	20	0	0	9	9	0	JKP	MG	N		Y
700164207	"SKYDDSSKOR S3 DENVER MONITOR STL 43"	"1,25"		0	0	0	0	18	18	0	0	18	18	0	0	0	0	0	18	18	0	JKP	MG	N		Y
700164208	"SKYDDSSKOR S3 DENVER MONITOR STL 44"	"1,33"		0	0	0	0	15	15	0	0	15	15	0	0	0	0	0	15	15	0	JKP	MG	N		Y
700164209	"SKYDDSSKOR S3 DENVER MONITOR STL 45"	"1,39"		0	0	0	0	13	13	0	0	13	13	0	0	0	0	0	13	13	0	JKP	MG	N		Y
700164210	"SKYDDSSKOR S3 DENVER MONITOR STL 46"	"1,46"		0	0	0	0	3	3	0	0	3	3	0	0	4	0	0	3	3	0	JKP	MG	N		Y
700164211	"SKYDDSSKOR S3 DENVER MONITOR STL 47"	"1,56"		0	0	0	0	3	3	0	0	3	3	0	0	4	0	0	3	3	0	JKP	MG	N		Y
700164378	"GUMMISTÖVEL CLIP MONITOR STL 40"	"1,52"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	JKP	MG	N		Y
700164380	"GUMMISTÖVEL CLIP MONITOR STL 42"	"1,6"		0	0	0	0	9	9	0	0	9	9	0	0	0	0	0	9	9	0	JKP	MG	N		Y
700164381	"GUMMISTÖVEL CLIP MONITOR STL 43"	"1,76"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700164382	"GUMMISTÖVEL CLIP MONITOR STL 44"	"1,76"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700164383	"GUMMISTÖVEL CLIP MONITOR STL 45"	"1,76"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700164384	"GUMMISTÖVEL CLIP MONITOR STL 46"	"1,92"		0	0	0	0	6	6	0	0	6	6	0	0	4	0	0	6	6	0	JKP	MG	N		Y
700164392	"SKYDDSTOFFEL SB YMER MONITOR STL 40"	"0,85"		0	0	0	0	3	3	0	0	3	3	0	0	0	0	0	3	3	0	JKP	MG	N		Y
700164393	"SKYDDSTOFFEL SB YMER MONITOR STL 41"	"0,9"		0	0	0	0	9	9	0	0	9	9	0	0	0	0	0	9	9	0	JKP	MG	N		Y
700164394	"SKYDDSTOFFEL SB YMER MONITOR STL 42"	"0,91"		0	0	0	0	7	7	0	0	7	7	0	0	0	0	0	7	7	0	JKP	MG	N		Y
700164395	"SKYDDSTOFFEL SB YMER MONITOR STL 43"	"0,94"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700164396	"SKYDDSTOFFEL SB YMER MONITOR STL 44"	"0,98"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700164397	"SKYDDSTOFFEL SB YMER MONITOR STL 45"	"0,99"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700164398	"SKYDDSTOFFEL SB YMER MONITOR STL 46"	"1,01"		0	0	0	0	6	6	0	0	6	6	0	0	0	0	0	6	6	0	JKP	MG	N		Y
700164400	"FILTSULA BÅSTAD.I STL 35"	"0,03"		0	0	0	0	10	10	0	0	10	10	0	0	0	0	0	10	10	0	JKP	MG	N		Y
700164401	"FILTSULA BÅSTAD.I STL 36"	"0,03"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	JKP	MG	N		Y
700164402	"FILTSULA BÅSTAD.I STL 37"	"0,03"		0	0	0	0	13	13	0	0	13	13	0	0	0	0	0	13	13	0	JKP	MG	N		Y
700164403	"FILTSULA BÅSTAD.I STL 38"	"0,03"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700164404	"FILTSULA BÅSTAD.I STL 39"	"0,03"		0	0	0	0	5	5	0	0	5	5	0	0	9	0	0	5	5	0	JKP	MG	N		Y
700164405	"FILTSULA BÅSTAD.I STL 40"	"0,04"		0	0	0	0	17	17	0	0	17	17	0	0	0	0	0	17	17	0	JKP	MG	N		Y
700164406	"FILTSULA BÅSTAD.I STL 41"	"0,04"		0	0	0	0	12	12	0	0	12	12	0	0	0	0	0	12	12	0	JKP	MG	N		Y
700164407	"FILTSULA BÅSTAD.I STL 42"	"0,04"		0	0	0	0	30	30	0	0	30	30	0	0	0	0	0	30	30	0	JKP	MG	N		Y
700164408	"FILTSULA BÅSTAD.I STL 43"	"0,04"		0	0	0	0	16	16	0	0	16	16	0	0	0	0	0	16	16	0	JKP	MG	N		Y
700164409	"FILTSULA BÅSTAD.I STL 44"	"0,04"		0	0	0	0	42	42	0	0	42	42	0	0	0	0	0	42	42	0	JKP	MG	N		Y
700164410	"FILTSULA BÅSTAD.I STL 45"	"0,05"		0	0	0	0	33	33	0	0	33	33	0	0	0	0	0	33	33	0	JKP	MG	N		Y
700164411	"FILTSULA BÅSTAD.I STL 46"	"0,05"		0	0	0	0	11	11	0	0	11	11	0	0	0	0	0	11	11	0	JKP	MG	N		Y
700164412	"FILTSULA BÅSTAD.I STL 47"	"0,05"		0	0	0	0	4	4	0	0	4	4	0	0	0	0	0	4	4	0	JKP	MG	N		Y
700164426	"LAMMULLSULA BÅSTAD.I STL 35"	"0,03"		0	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	2	0	JKP	MG	N		Y
700164427	"LAMMULLSULA BÅSTAD.I STL 36"	"0,04"		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	JKP	MG	N		Y
700164428	"LAMMULLSULA BÅSTAD.I STL 37"	"0,04"		0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	JKP	MG	N		Y
700164429	"LAMMULLSULA BÅSTAD.I STL 38"	"0,04"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700164430	"LAMMULLSULA BÅSTAD.I STL 39"	"0,04"		0	0	0	0	11	11	0	0	11	11	0	0	0	0	0	11	11	0	JKP	MG	N		Y
700164431	"LAMMULLSULA BÅSTAD.I STL 40"	"0,04"		0	0	0	0	5	5	0	0	5	5	0	0	0	0	0	5	5	0	JKP	MG	N		Y
700164432	"LAMMULLSULA BÅSTAD.I STL 41"	"0,04"		0	0	0	0	10	10	0	0	10	10	0	0	0	0	0	10	10	0	JKP	MG	N		Y
