Pallid	Status	Ordernr	Yta	Kund	Kund	Antal	Artikel	Beskrivning	Packklass	Ändrad	Användare	Kö	Prioritet	Lagerplats	Zon	Bolag	Lager	Batch	Sändningsnr	Utgångsdatum	"Pågående Plock"	"Plockplats Diff"	SSCC	Avgång	Krangång
704585	25					280	1167593	"FAT ZINK STOR"	0	"2026-03-16 22:39:55"	SEBA80	4	2	TRANSIT		GG	404				0	-34	273500916307045855		
719044	25					32	1267378	"KRUKA KONISK GRÖN LASYR D22"	0	"2026-03-16 22:41:55"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916307190449		
665415	25					21	1185958	"GRÄSFRÖ SLOTTSPARK GG 15KG"	0	"2026-03-16 22:42:55"	SEBA80	4	2	TRANSIT		GG	404				0	-8	273500916306654157		
654101	25					80	1266830	"TOMATSTÖD RUND 135CM"	0	"2026-03-16 22:43:55"	SEBA80	4	2	TRANSIT		GG	404				0	-101	273500916306541013		
715949	25					11	1251408	"LOCK TILL SVART FODERTUNNA 100L"	0	"2026-03-16 22:44:55"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916307159491		
717473	25					32	1270568	"YXA X24  KLYVYXA M"	0	"2026-03-16 22:47:55"	SEBA80	4	2	TRANSIT		GG	404				0	0	273500916307174739		
720172	25					280	1206530	"VÄRMELAMPA 150W EURO FARM<"	0	"2026-03-16 22:50:55"	SEBA80	4	2	TRANSIT		GG	404				0	-1	273500916307201725		
684848	25					68	1163595	"GRÄSSAX GS46 SERVOUTV.LÅNGT SK."	0	"2026-03-16 22:53:55"	SEBA80	4	2	TRANSIT		GG	404				0	-7	273500916306848488		
450644	25					80	1266423	"SPRIDARE AQUAZOOM COMPACT 18708-21"	0	"2026-03-16 22:58:55"	SEBA80	4	2	TRANSIT		GG	404				0	-2	273500916304506441		
676772	25					90	1166795	"MARKVÄV GG 100GR/KVM 2X10M"	0	"2026-03-17 05:52:55"	SEBA80	2	5	TRANSIT		GG	404				50	-855	273500916306767727		
676771	25					90	1166795	"MARKVÄV GG 100GR/KVM 2X10M"	0	"2026-03-17 05:52:55"	SEBA80	2	5	TRANSIT		GG	404				50	-855	273500916306767710		
668332	25					160	1166791	"FIBERDUK GG 23GR 2 4X10M VIT"	0	"2026-03-17 05:52:55"	SEBA80	2	5	TRANSIT		GG	404				0	-730	273500916306683324		
679707	25					120	1166830	"BLOMVAGN AKACIA"	0	"2026-03-17 05:52:56"	SEBA80	2	5	TRANSIT		GG	404				0	-281	273500916306797076		
714046	25					162	1238674	"PROTECT E-SELEN FLYT 1L"	0	"2026-03-17 05:52:56"	SEBA80	2	5	TRANSIT		GG	404				0	-148	273500916307140468		
697175	25					288	1179707	"FODERSKOPA GRANNGÅRDEN"	0	"2026-03-17 05:52:56"	SEBA80	2	5	HBW0070591102		GG	404				0	-209	273500916306971759		3004
700673	25					4	2003641	"MYREFFEKT METALLDOSA 2-P 160ST KIT*"	0	"2026-03-17 05:53:55"	SEBA80	2	5	HBW0060451202		GG	404				1	-43	273500916307006733		3003
705095	25					48	1265468	"FÅGELMATARE KÅTAN GRÖN"	0	"2026-03-17 05:52:56"	SEBA80	2	5	HBW0050101101		GG	404				0	-52	273500916307050958		3003
715496	25					8	2001926	"SEGWAY NAVIMOW GARAGE S"	0	"2026-03-17 05:52:55"	SEBA80	2	5	HBW0010580902		GG	404				2	-107	273500916307154960		3001
689085	20	TO100036613		427	"Granngården Gustavsberg"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:04"	OrderGenerator	33	5	HBW0100971401	H	GG	404		GG-404-260316-1701969-0		0	0	273500916306890852		3005
689085	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:05"	OrderGenerator	33	0	HBW0100971401	H	GG	404		GG-404-260316-1701988-0		0	0	273500916306890852		3005
679195	20	TO100036620		209	"Granngården Luleå"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0100960201		GG	404		GG-404-260317-1703625-0		0	0	273500916306791951		3005
671750	20	TO100036740		201	"Granngården Umeå"	1	2001456	"GRÄSKLIPPARE COMBI 48 S"	0	"2026-03-17 06:38:28"	OrderGenerator	33	5	HBW0100930302	H	GG	404		GG-404-260317-1703632-0		0	0	273500916306717500		3005
671750	20	TO100036740		201	"Granngården Umeå"	1	2001456	"GRÄSKLIPPARE COMBI 48 S"	0	"2026-03-17 06:38:28"	OrderGenerator	33	0	HBW0100930302	H	GG	404		GG-404-260317-1703632-0		0	0	273500916306717500		3005
673388	20	TO100036500		208	"Granngården Piteå"	1	2001458	"GRÄSKLIPPARE COMBI 748 SE"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0100861002		GG	404		GG-404-260317-1703636-0		0	0	273500916306733883		3005
717900	20	TO100036663		284	"Granngården Karlskrona"	20	1251405	"FODERTUNNA 75L SVART UTAN LOCK"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0100850501		GG	404		GG-404-260317-1703635-0		0	-121	273500916307179000		3005
484220	20	TO100036491		453	"Granngården Hjo"	8	1262112	"REGNTUNNA 200 L GRÅ INK LOCK KRAN"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0100811401		GG	404		GG-404-260317-1703672-0		0	18	273500916304842204		3005
718564	20					360	1243817	"HUNDTUGG FF PINNAR KYCKLING 40-PACK"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0100811301		GG	404				0	-54	273500916307185643		3005
482968	20	TO100036655		261	"Granngården Vetlanda"	8	1262112	"REGNTUNNA 200 L GRÅ INK LOCK KRAN"	0	"2026-03-17 06:38:31"	OrderGenerator	3	5	HBW0100731402		GG	404		GG-404-260317-1703630-0		0	18	273500916304829687		3005
642569	20	TO100036607		440	"Granngården Gnesta"	42	1002112	"KOMPOSTSTRÖ 50L"	0	"2026-03-17 06:38:14"	OrderGenerator	3	5	HBW0100651401		GG	404		GG-404-260316-1701932-0		0	4	273500916306425696		3005
700724	20	TO100036659		256	"Granngården Jönköping"	27	1243809	"GG HUNDFODER ORIGINAL 13KG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0100610402		GG	404		GG-404-260317-1701307-0		0	11	273500916307007242		3005
700723	20	TO100036642		239	"Granngården Örebro"	27	1243809	"GG HUNDFODER ORIGINAL 13KG"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0100610401		GG	404		GG-404-260316-1702000-0		0	11	273500916307007235		3005
703579	20	TO100036487		260	"Granngården Sävsjö"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:30"	OrderGenerator	33	5	HBW0100590302	H	GG	404		GG-404-260317-1701976-0		0	0	273500916307035795		3005
703579	20	TO100036487		260	"Granngården Sävsjö"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:30"	OrderGenerator	33	0	HBW0100590302	H	GG	404		GG-404-260317-1701976-0		0	0	273500916307035795		3005
703578	20	TO100036593		422	"Granngården Östhammar"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:20"	OrderGenerator	33	5	HBW0100590301	H	GG	404		GG-404-260316-1701961-0		0	0	273500916307035788		3005
703578	20	TO100036593		422	"Granngården Östhammar"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:20"	OrderGenerator	33	0	HBW0100590301	H	GG	404		GG-404-260316-1701961-0		0	0	273500916307035788		3005
418750	20	TO100036531	UTL35A/UTL36A	275	"Granngården Falkenberg"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0100571402		GG	404		GG-404-260316-1701977-0		0	0	273500916304187503		3005
418751	20	TO100036601	UTL41A/UTL42A	176	"Granngården Eslöv"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	HBW0100571401		GG	404		GG-404-260316-1701999-0		0	0	273500916304187510		3005
716000	20					30	1235664	"NÖTFODER IDEX 20KG"	0	"2026-03-16 18:01:33"	SEBA80	4	2	HBW0100540602		GG	404				0	-5	273500916307160008		3005
718915	20					24	1244358	"HALLA STANDARD 15KG"	0	"2026-03-16 18:01:33"	SEBA80	4	2	HBW0100530902		GG	404				0	-17	273500916307189153		3005
394291	20	TO100036740		201	"Granngården Umeå"	4	1002084	"KOMPOST GREENLINE MASTER +375L"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0100471102		GG	404		GG-404-260317-1703632-0		0	-1	273500916303942912		3005
706914	20	TO100036587		234	"Granngården Fjugesta"	30	2000588	"KRAFFT LUCERNE PURE PELLETS 20KG"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	HBW0100410301		GG	404		GG-404-260316-1702008-0		0	19	273500916307069141		3005
697904	20	TO100036592	UTL57A/UTL58A	225	"Granngården Kristinehamn"	15	1005023	"TOALETTPAPPER 42X50M KATRIN"	0	"2026-03-17 06:38:00"	OrderGenerator	3	5	HBW0100401302		GG	404		GG-404-260316-1701997-0		0	1	273500916306979045		3005
697992	20	TO100036587		234	"Granngården Fjugesta"	15	1005023	"TOALETTPAPPER 42X50M KATRIN"	0	"2026-03-17 06:38:19"	OrderGenerator	3	5	HBW0100401301		GG	404		GG-404-260316-1702008-0		0	1	273500916306979922		3005
720109	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	24	1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0100401201		GG	404		GG-404-260316-1701994-0		0	9	273500916307201091		3005
716722	20	TO100036613		427	"Granngården Gustavsberg"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0100381001		GG	404		GG-404-260316-1701969-0		0	13	273500916307167229		3005
709110	20	TO100036604		424	"Granngården Norrtälje"	30	1236570	"HAVRE HEL 18 KG"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	HBW0100360702		GG	404		GG-404-260316-1701973-0		0	-12	273500916307091104		3005
719226	20	TO100036659		256	"Granngården Jönköping"	32	1237305	"MAJS GG 20 KG"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0100360402		GG	404		GG-404-260317-1701307-0		0	31	273500916307192269		3005
697929	20	TO100036599	UTL59A/UTL60A	221	"Granngården Sunne"	15	1005023	"TOALETTPAPPER 42X50M KATRIN"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0100331302		GG	404		GG-404-260316-1701994-0		0	1	273500916306979298		3005
713666	20	TO100036609		325	"Granngården Sorunda"	18	1261883	"GRILLKOL GRANNGÅRDEN 10KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0100330202		GG	404		GG-404-260316-1701980-0		0	21	273500916307136669		3005
708055	20	TO100036538		429	"Granngården Handen"	9	2000468	"LÄTTSTRÖ HAMPA 20KG"	0	"2026-03-17 06:37:57"	OrderGenerator	3	5	HBW0100300902		GG	404		GG-404-260316-1701985-0		0	0	273500916307080559		3005
708044	20	TO100036641	UTL52A/UTL53/UTL54A	216	"Granngården Karlstad"	9	2000468	"LÄTTSTRÖ HAMPA 20KG"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0100300901		GG	404		GG-404-260316-1702003-0		0	0	273500916307080443		3005
718596	20	TO100036663		284	"Granngården Karlskrona"	30	1243290	"STAMPE KANINFODER 20 KG"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0100290802		GG	404		GG-404-260317-1703635-0		0	23	273500916307185964		3005
710634	20					3360	2003712182888	"MONSTER DOG BONE BROTH BEEF 100 ML -"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0100290602		GG	404				0	-40	273500916307106341		3005
709104	20	TO100036586	UTL91/UTL92/UTL93	425	"Granngården Täby"	30	1236570	"HAVRE HEL 18 KG"	0	"2026-03-17 06:37:54"	OrderGenerator	3	5	HBW0100240301		GG	404		GG-404-260316-1701984-0		0	-12	273500916307091043		3005
712908	20	TO100036740		201	"Granngården Umeå"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:28"	OrderGenerator	3	5	HBW0100230502		GG	404		GG-404-260317-1703632-0		0	13	273500916307129081		3005
708048	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	9	2000468	"LÄTTSTRÖ HAMPA 20KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0100220301		GG	404		GG-404-260316-1702002-0		0	0	273500916307080481		3005
712906	20	TO100036538		429	"Granngården Handen"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0100220202		GG	404		GG-404-260316-1701985-0		0	13	273500916307129067		3005
706867	20	TO100036600		367	"Granngården Motala"	30	2000588	"KRAFFT LUCERNE PURE PELLETS 20KG"	0	"2026-03-17 06:38:01"	OrderGenerator	3	5	HBW0100211202		GG	404		GG-404-260316-1701981-0		0	19	273500916307068670		3005
710059	20	TO100036585		423	"Granngården Uppsala"	30	1237681	"HÖNSFODER NYTT GRANNGÅRDEN BAS 20 KG"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0100190601		GG	404		GG-404-260316-1701959-0		0	11	273500916307100592		3005
664005	20	TO100036577	UTL37A/UTL38A	193	"Granngården Kristianstad"	30	1237683	"HÖNSFODER NYTT GRANNGÅRDEN START 20 KG"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0100160602		GG	404		GG-404-260316-1702002-0		0	20	273500916306640051		3005
664010	20	TO100036669		257	"Granngården Tranås"	30	1237683	"HÖNSFODER NYTT GRANNGÅRDEN START 20 KG"	0	"2026-03-17 06:38:29"	OrderGenerator	3	5	HBW0100160601		GG	404		GG-404-260317-1703656-0		0	20	273500916306640105		3005
456805	20	TO100036602		421	"Granngården Tierp"	10	1270455	"VATTENTUNNA GRÖN 200 LITER"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	HBW0100131302		GG	404		GG-404-260316-1701960-0		0	18	273500916304568050		3005
691286	20	TO100036595	UTL88A	475	"Granngården Kinna"	36	1235833	"HÖNSFODER GRANI 3 MIX PELLETS 20KG"	0	"2026-03-17 06:37:59"	OrderGenerator	3	5	HBW0100071302		GG	404		GG-404-260316-1701950-0		0	-10	273500916306912868		3005
712788	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	26	1235833	"HÖNSFODER GRANI 3 MIX PELLETS 20KG"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0100071301		GG	404		GG-404-260316-1701988-0		0	-10	273500916307127889		3005
689135	20	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:09"	CraneService	33	5	HBW0100051401	H	GG	404		GG-404-260316-1701998-0		0	0	273500916306891354		3005
689135	20	TO100036601	UTL41A/UTL42A	176	"Granngården Eslöv"	1	2003243	"BUSKSTÖD GRÖN 400ST KIT*"	0	"2026-03-17 06:38:10"	CraneService	33	0	HBW0100051401	H	GG	404		GG-404-260316-1701999-0		0	0	273500916306891354		3005
708909	20	TO100036624	UTL87A	219	"Granngården Torsby"	30	1236571	"HAVREKROSS GG 13 KG"	0	"2026-03-17 06:38:06"	OrderGenerator	3	5	HBW0100051001		GG	404		GG-404-260316-1702006-0		0	2	273500916307089095		3005
713668	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	18	1261883	"GRILLKOL GRANNGÅRDEN 10KG"	0	"2026-03-17 06:37:57"	OrderGenerator	3	5	HBW0100050901		GG	404		GG-404-260316-1701974-0		0	21	273500916307136683		3005
711091	20	TO100036576	UTL39A/UTL40A	190	"Granngården Ängelholm"	48	1243805	"TO GODE NABOER HÖ 2KG"	0	"2026-03-17 06:38:09"	OrderGenerator	3	5	HBW0100041001		GG	404		GG-404-260316-1701998-0		0	-15	273500916307110911		3005
718203	20	TO100036613		427	"Granngården Gustavsberg"	4	1270428	"KOMPOSTKVARN VALS RSH3045U 3000W"	0	"2026-03-17 06:38:04"	OrderGenerator	3	5	HBW0100020802		GG	404		GG-404-260316-1701969-0		0	-1	273500916307182031		3005
678494	20	TO100036620		209	"Granngården Luleå"	90	1166795	"MARKVÄV GG 100GR/KVM 2X10M"	0	"2026-03-17 06:38:23"	OrderGenerator	3	5	HBW0100020401		GG	404		GG-404-260317-1703625-0		50	-855	273500916306784946		3005
706098	20	TO100036538		429	"Granngården Handen"	70	1269703	"SMÅFÅGELFRÖMIX SPECIAL MED MASKAR"	0	"2026-03-17 06:37:57"	OrderGenerator	3	5	HBW0090980202		GG	404		GG-404-260316-1701985-0		0	43	273500916307060988		3005
679201	20	TO100036618		211	"Granngården Boden"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0090960302		GG	404		GG-404-260317-1703634-0		0	0	273500916306792019		3005
706092	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	70	1269703	"SMÅFÅGELFRÖMIX SPECIAL MED MASKAR"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0090951302		GG	404		GG-404-260316-1701974-0		0	43	273500916307060926		3005
679197	20	TO100036663		284	"Granngården Karlskrona"	2	2001457	"GRÄSKLIPPARE COMBI  53 S"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0090951002		GG	404		GG-404-260317-1703635-0		0	0	273500916306791975		3005
650605	20					1080	1268147	"SET SNABB/STOPPKONTAKT 1/2"" 18279-20"	0	"2026-03-16 17:26:04"	SEBA80	42	5	HBW0090900802		GG	404				0	-90	273500916306506050		3005
673397	20	TO100036618		211	"Granngården Boden"	1	2001458	"GRÄSKLIPPARE COMBI 748 SE"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0090860302		GG	404		GG-404-260317-1703634-0		0	0	273500916306733975		3005
689062	20	TO100036487		260	"Granngården Sävsjö"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:30"	CraneService	33	5	HBW0090841401	H	GG	404		GG-404-260317-1701976-0		0	0	273500916306890623		3005
689062	20	TO100036614		251	"Granngården Västervik"	1	2000805	"STÄLL BUSKSTÖD, SVART 400 ST KIT*"	0	"2026-03-17 06:38:34"	CraneService	33	0	HBW0090841401	H	GG	404		GG-404-260317-1703652-0		0	0	273500916306890623		3005
674584	20	TO100036641	UTL52A/UTL53/UTL54A	216	"Granngården Karlstad"	2	2001458	"GRÄSKLIPPARE COMBI 748 SE"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0090840402		GG	404		GG-404-260316-1702003-0		0	0	273500916306745848		3005
674586	20	TO100036620		209	"Granngården Luleå"	2	2001458	"GRÄSKLIPPARE COMBI 748 SE"	0	"2026-03-17 06:38:23"	OrderGenerator	3	5	HBW0090840401		GG	404		GG-404-260317-1703625-0		0	0	273500916306745862		3005
702453	20	TO100036600		367	"Granngården Motala"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:01"	OrderGenerator	33	5	HBW0090620802	H	GG	404		GG-404-260316-1701981-0		0	0	273500916307024539		3005
702453	20	TO100036600		367	"Granngården Motala"	1	2003481	"GRÄSKLIPPARE 48V COMBI 548e S KIT"	0	"2026-03-17 06:38:01"	OrderGenerator	33	0	HBW0090620802	H	GG	404		GG-404-260316-1701981-0		0	0	273500916307024539		3005
698036	20	TO100036593		422	"Granngården Östhammar"	15	1005023	"TOALETTPAPPER 42X50M KATRIN"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0090590602		GG	404		GG-404-260316-1701961-0		0	1	273500916306980362		3005
697973	20	TO100036630		414	"Granngården Hedemora"	15	1005023	"TOALETTPAPPER 42X50M KATRIN"	0	"2026-03-17 06:38:10"	OrderGenerator	3	5	HBW0090590601		GG	404		GG-404-260316-1701982-0		0	1	273500916306979731		3005
418756	20	TO100036642		239	"Granngården Örebro"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0090581402		GG	404		GG-404-260316-1702000-0		0	0	273500916304187565		3005
418758	20	TO100036659		256	"Granngården Jönköping"	2	1268101	"REGNVATTENTUNNA RUSTIK 240 LITER"	0	"2026-03-17 06:38:27"	OrderGenerator	3	5	HBW0090581401		GG	404		GG-404-260317-1701307-0		0	0	273500916304187589		3005
362153	20	TO100036500		208	"Granngården Piteå"	12	1262140	"SLANGVAGN CLEVERROLL S 20 M KOMPLETT"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0090450801		GG	404		GG-404-260317-1703636-0		0	0	273500916303621534		3005
712916	20	TO100036612	UTL43A/UTL44A/UTL45A	411	"Granngården Bollnäs"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:56"	OrderGenerator	3	5	HBW0090430702		GG	404		GG-404-260316-1701974-0		0	13	273500916307129166		3005
716771	20	TO100036604		424	"Granngården Norrtälje"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	HBW0090390201		GG	404		GG-404-260316-1701973-0		0	13	273500916307167717		3005
708045	20	TO100036607		440	"Granngården Gnesta"	9	2000468	"LÄTTSTRÖ HAMPA 20KG"	0	"2026-03-17 06:38:13"	OrderGenerator	3	5	HBW0090381201		GG	404		GG-404-260316-1701932-0		0	0	273500916307080450		3005
693009	20	TO100036585		423	"Granngården Uppsala"	24	2001162218888	"DOGGY PROFESSIONAL EXTRA 18 KG -"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0090371202		GG	404		GG-404-260316-1701959-0		0	6	273500916306930091		3005
706700	20	TO100036618		211	"Granngården Boden"	24	2002906217888	"BETPELLETS GG 15 KG -"	0	"2026-03-17 06:38:26"	OrderGenerator	3	5	HBW0090371001		GG	404		GG-404-260317-1703634-0		0	19	273500916307067000		3005
717118	20	TO100036491		453	"Granngården Hjo"	30	1237682	"HÖNSFODER NYTT GRANNGÅRDEN VÄRP 20 KG"	0	"2026-03-17 06:38:32"	OrderGenerator	3	5	HBW0090350202		GG	404		GG-404-260317-1703672-0		0	24	273500916307171189		3005
717112	20	TO100036642		239	"Granngården Örebro"	30	1237682	"HÖNSFODER NYTT GRANNGÅRDEN VÄRP 20 KG"	0	"2026-03-17 06:38:18"	OrderGenerator	3	5	HBW0090350201		GG	404		GG-404-260316-1702000-0		0	24	273500916307171127		3005
697897	20	TO100036631	UTL48A/UTL49A	164	"Granngården Ljusdal"	15	1183944	"TOALETTPAPPER 42X50M KATRIN PLUS"	0	"2026-03-17 06:38:02"	OrderGenerator	3	5	HBW0090340802		GG	404		GG-404-260316-1701996-0		0	-1	273500916306978970		3005
697900	20	TO100036669		257	"Granngården Tranås"	15	1183944	"TOALETTPAPPER 42X50M KATRIN PLUS"	0	"2026-03-17 06:38:29"	OrderGenerator	3	5	HBW0090340801		GG	404		GG-404-260317-1703656-0		0	-1	273500916306979007		3005
714307	20	TO100036598		282	"Granngården Karlshamn"	30	1260000	"GRÄSGÖDSEL MOSSA GG 20KG"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0090340302		GG	404		GG-404-260316-1701987-0		0	16	273500916307143070		3005
706532	20	TO100036641	UTL52A/UTL53/UTL54A	216	"Granngården Karlstad"	27	1243813	"GG HUNDFODER DIET/SENIOR 13KG"	0	"2026-03-17 06:37:58"	OrderGenerator	3	5	HBW0090310702		GG	404		GG-404-260316-1702003-0		0	18	273500916307065327		3005
706533	20	TO100036611		236	"Granngården Karlskoga"	27	1243813	"GG HUNDFODER DIET/SENIOR 13KG"	0	"2026-03-17 06:38:21"	OrderGenerator	3	5	HBW0090310701		GG	404		GG-404-260316-1701995-0		0	18	273500916307065334		3005
716729	20	TO100036580	UTL32A/UTL33A/UTL34A	272	"Granngården Varberg"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:05"	OrderGenerator	3	5	HBW0090300402		GG	404		GG-404-260316-1701988-0		0	13	273500916307167298		3005
712038	20	TO100036627		232	"Granngården Askersund"	36	1235833	"HÖNSFODER GRANI 3 MIX PELLETS 20KG"	0	"2026-03-17 06:38:20"	OrderGenerator	3	5	HBW0090291302		GG	404		GG-404-260316-1702004-0		0	-10	273500916307120385		3005
712468	20	TO100036500		208	"Granngården Piteå"	32	1238522	"VILTFODER GG 18KG"	0	"2026-03-17 06:38:25"	OrderGenerator	3	5	HBW0090280501		GG	404		GG-404-260317-1703636-0		0	-19	273500916307124680		3005
716754	20	TO100036585		423	"Granngården Uppsala"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:08"	OrderGenerator	3	5	HBW0090270702		GG	404		GG-404-260316-1701959-0		0	13	273500916307167540		3005
639207	20	TO100036609		325	"Granngården Sorunda"	20	2000990	"FÖRVARINGSTUNNA 55 LITER"	0	"2026-03-17 06:38:07"	OrderGenerator	3	5	HBW0090261401		GG	404		GG-404-260316-1701980-0		0	30	273500916306392073		3005
716062	20	TO100036604		424	"Granngården Norrtälje"	32	1238523	"VETE HEL GG 20KG"	0	"2026-03-17 06:38:17"	OrderGenerator	3	5	HBW0090231001		GG	404		GG-404-260316-1701973-0		0	-41	273500916307160626		3005
696288	20	TO100036487		260	"Granngården Sävsjö"	72	1238567	"SLICKSTEN GG NATURAL 10 KG"	0	"2026-03-17 06:38:29"	OrderGenerator	3	5	HBW0090220402		GG	404		GG-404-260317-1701976-0		0	36	273500916306962887		3005
716720	20	TO100036598		282	"Granngården Karlshamn"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:38:03"	OrderGenerator	3	5	HBW0090220302		GG	404		GG-404-260316-1701987-0		0	13	273500916307167205		3005
441370	20	TO100036601	UTL41A/UTL42A	176	"Granngården Eslöv"	48	1184925	"STROLLER BLÅ TRG.GÖDSEL 7KG"	0	"2026-03-17 06:38:09"	OrderGenerator	33	5	HBW0090211002	H	GG	404		GG-404-260316-1701999-0		0	0	273500916304413701		3005
441370	20					48	1184925	"STROLLER BLÅ TRG.GÖDSEL 7KG"	0	"2026-03-17 06:38:09"	OrderGenerator	4	0	HBW0090211002		GG	404				0	0	273500916304413701		3005
669705	20	TO100036620		209	"Granngården Luleå"	37	2003470	"PALLKRAGE 1200X800MM FJÄRIL"	0	"2026-03-17 06:38:24"	OrderGenerator	3	5	HBW0090210802		GG	404		GG-404-260317-1703625-0		0	0	273500916306697055		3005
700717	20	TO100036592	UTL57A/UTL58A	225	"Granngården Kristinehamn"	27	1243809	"GG HUNDFODER ORIGINAL 13KG"	0	"2026-03-17 06:38:00"	OrderGenerator	3	5	HBW0090210402		GG	404		GG-404-260316-1701997-0		0	11	273500916307007174		3005
712034	20	TO100036607		440	"Granngården Gnesta"	36	1235833	"HÖNSFODER GRANI 3 MIX PELLETS 20KG"	0	"2026-03-17 06:38:14"	OrderGenerator	3	5	HBW0090161402		GG	404		GG-404-260316-1701932-0		0	-10	273500916307120347		3005
712912	20	TO100036595	UTL88A	475	"Granngården Kinna"	15	2000635	"TORK TOALETTPAPPER 42X45M"	0	"2026-03-17 06:37:59"	OrderGenerator	3	5	HBW0090160402		GG	404		GG-404-260316-1701950-0		0	13	273500916307129128		3005
