Status	Prioritet	"Pall nr"	"Batch nr"	Artikel	Artikel	Område	Ändrad	Antal	Vikt	Användare	Kö	Utgång	SSCC	Bolag	Lager	"Antal per lav"	Detalj	Kontrolind	Viktartikel	Palltyp	"Pack klass"	"Mix Pall"	Inköpsnr	"Crossdock Ind"	Produktionsdatum	"Robot Ind"
30	5	711415		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:59"	2	0	LINU22	4		273500916307114155	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711384		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113844	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711383		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113837	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711382		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113820	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711381		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113813	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711380		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113806	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711379		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113790	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711378		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113783	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711377		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113776	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711376		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113769	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711375		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:58"	2	0	LINU22	4		273500916307113752	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711374		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113745	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711373		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113738	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711372		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113721	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711371		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113714	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711370		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113707	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711369		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113691	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	711368		2003480	"GRÄSKLIPPARE 48V MULTICLIP 547e S KIT"		"2026-03-09 11:45:57"	2	0	LINU22	4		273500916307113684	GG	404	0	C	N	N	EUR	0		500277430	N		N
30	5	709672		1019148	"DESINFEKTION VIRKON S 5 KG"		"2026-03-06 11:04:35"	4	0	TARI10	4		273500916307096727	GG	404	0	C	N	N	EUR	0		500315796	N		N
30	5	521188		1248842	"MENYBOX GG MIX I SÅS 12X85GR"	UTE06	"2026-03-05 15:40:47"	1	"1,11"	WILL32	4	2027-08-03	273500916305211887	GG	404	0	C	N	N	EUR	0					Y
30	5	708434		200782743	"FLYTTLÅDA XL-BYGG L560XB330X370X7MM"		"2026-03-05 14:38:46"	100	0	SAND18	4		273500916307084342	MG	JKP	0	C	N	N	EUR	0		999110325	N		N
30	5	708144		700171223	"FLYTTLÅDA BOLIST SK214/CB 7X560X370X330MM"		"2026-03-05 13:33:43"	100	0	SAND18	4		273500916307081440	MG	JKP	0	C	N	N	EUR	0		999110677	N		N
30	5	521190		1248842	"MENYBOX GG MIX I SÅS 12X85GR"	UTE05	"2026-03-04 14:32:18"	1	"1,11"	BRAH17	4	2027-08-03	273500916305211900	GG	404	0	C	N	N	EUR	0					Y
30	5	702724		1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."		"2026-03-03 08:08:57"	1	0	EMAN10	4	2026-08-17	273500916307027240	GG	404	0	C	N	N	EUR	0		500309052	N	2026-02-18	N
30	5	702705		1186416	"HÄSTFODER GG ORIGINAL PELLETS 20KG."		"2026-03-03 08:01:49"	1	0	EMAN10	4	2026-08-17	273500916307027059	GG	404	0	C	N	N	EUR	0		500309052	N	2026-02-18	N
30	5	702286		1269199	"FRÖPÅSE F ROSA ÄRT BRYTSOCKER NAIROBI"	UTE04	"2026-03-02 15:45:45"	20	"0,38"	NUUR54	4	2027-09-01	273500916307022863	GG	404	0	C	N	N	EUR	0		500313222	N	2024-09-06	Y
20	5	702356		1267230	"GRÄSKLIPPARE 48V MULTICLIP 547 AE KIT"		"2026-03-02 15:32:23"	1	0	MALI14	4		273500916307023563	GG	404	0	C	N	N	EUR	0		67493			N
20	5	702034		1156564	"BANDSKARV 20 MM 5 ST"		"2026-03-02 14:19:34"	2	"0,12"	MALI14	4		273500916307020340	GG	404	0	C	N	N	EUR	0		500311137	N		Y
30	5	701490		1020707	"SVÄRD 15""/38CM 0.325"" 1,5MM"	UTE04	"2026-03-02 10:55:31"	10	"7,9"	CLAR16	4		273500916307014905	GG	404	0	C	N	N	EUR	0		67469			Y
20	5	697500		1244645	"FF DOG SNACK VENISON & TURKEY 200g"		"2026-02-26 11:10:13"	144	0	KIMH82	4	2027-07-17	273500916306975009	GG	404	0	C	N	N	EUR	0		500310161	N	2026-01-15	Y
20	5	696666		2001433	"FRÖPÅSE F CITRONMELISS MANDARINA"		"2026-02-25 15:49:43"	10	0	MOAE93	4	2028-09-01	273500916306966663	GG	404	0	C	N	N	EUR	0		500313184	N	2025-09-07	Y
20	5	695234		2003532	"RYGGSPRUTA PRO 1300"		"2026-02-25 09:24:00"	6	0	JULI38	4		273500916306952345	GG	404	0	C	N	N	EUR	0		66956			N
20	5	690612		2003662	"BOZITA MOUSSE REINDEER 85G"		"2026-02-20 11:39:56"	12	"1,2"	MALI14	4	2027-09-18	273500916306906126	GG	404	0	C	N	N	EUR	0		66485			Y
